ID,Paths Count

GO:0000001,5,GO:0008150
GO:0000002,2,GO:0008150
GO:0000003,1,GO:0008150
GO:0000005,0
GO:0000006,4,GO:0003674
GO:0000007,4,GO:0003674
GO:0000008,0
GO:0000009,1,GO:0003674
GO:0000010,1,GO:0003674
GO:0000011,4,GO:0008150
GO:0000012,16,GO:0008150
GO:0000014,2,GO:0003674
GO:0000015,2,GO:0005575
GO:0000016,1,GO:0003674
GO:0000017,4,GO:0008150
GO:0000018,5,GO:0008150
GO:0000019,5,GO:0008150
GO:0000020,0
GO:0000022,3,GO:0008150
GO:0000023,10,GO:0008150
GO:0000024,51,GO:0008150
GO:0000025,46,GO:0008150
GO:0000026,1,GO:0003674
GO:0000027,6,GO:0008150
GO:0000028,6,GO:0008150
GO:0000030,1,GO:0003674
GO:0000031,1,GO:0003674
GO:0000032,68,GO:0008150
GO:0000033,1,GO:0003674
GO:0000034,2,GO:0003674
GO:0000035,1,GO:0003674
GO:0000036,1,GO:0003674
GO:0000038,15,GO:0008150
GO:0000039,0
GO:0000040,6,GO:0008150
GO:0000041,1,GO:0008150
GO:0000042,16,GO:0008150
GO:0000044,0
GO:0000045,6,GO:0008150
GO:0000047,0
GO:0000048,1,GO:0003674
GO:0000049,2,GO:0003674
GO:0000050,26,GO:0008150
GO:0000051,0
GO:0000052,10,GO:0008150
GO:0000053,21,GO:0008150
GO:0000054,29,GO:0008150
GO:0000055,29,GO:0008150
GO:0000056,29,GO:0008150
GO:0000059,0
GO:0000060,7,GO:0008150
GO:0000061,8,GO:0008150
GO:0000062,4,GO:0003674
GO:0000064,6,GO:0003674
GO:0000066,8,GO:0008150
GO:0000067,0
GO:0000070,10,GO:0008150
GO:0000072,0
GO:0000073,1,GO:0008150
GO:0000075,4,GO:0008150
GO:0000076,4,GO:0008150
GO:0000077,7,GO:0008150
GO:0000078,0
GO:0000079,21,GO:0008150
GO:0000080,1,GO:0008150
GO:0000082,3,GO:0008150
GO:0000083,17,GO:0008150
GO:0000084,1,GO:0008150
GO:0000085,1,GO:0008150
GO:0000086,3,GO:0008150
GO:0000087,2,GO:0008150
GO:0000088,1,GO:0008150
GO:0000089,1,GO:0008150
GO:0000090,1,GO:0008150
GO:0000091,1,GO:0008150
GO:0000092,1,GO:0008150
GO:0000093,1,GO:0008150
GO:0000094,0
GO:0000095,2,GO:0003674
GO:0000096,12,GO:0008150
GO:0000097,55,GO:0008150
GO:0000098,55,GO:0008150
GO:0000099,5,GO:0003674
GO:0000100,2,GO:0003674
GO:0000101,10,GO:0008150
GO:0000102,22,GO:0003674
GO:0000103,2,GO:0008150
GO:0000104,1,GO:0003674
GO:0000105,81,GO:0008150
GO:0000107,1,GO:0003674
GO:0000108,0
GO:0000109,4,GO:0005575
GO:0000110,4,GO:0005575
GO:0000111,4,GO:0005575
GO:0000112,4,GO:0005575
GO:0000113,4,GO:0005575
GO:0000114,0
GO:0000115,0
GO:0000116,0
GO:0000117,17,GO:0008150
GO:0000118,3,GO:0005575
GO:0000120,6,GO:0005575
GO:0000121,1,GO:0003674
GO:0000122,122,GO:0008150
GO:0000123,4,GO:0005575
GO:0000124,6,GO:0005575
GO:0000125,5,GO:0005575
GO:0000126,4,GO:0005575
GO:0000127,4,GO:0005575
GO:0000128,2,GO:0008150
GO:0000131,1,GO:0005575
GO:0000132,20,GO:0008150
GO:0000133,2,GO:0005575
GO:0000136,6,GO:0005575
GO:0000137,5,GO:0005575
GO:0000138,5,GO:0005575
GO:0000139,5,GO:0005575
GO:0000140,1,GO:0003674
GO:0000142,5,GO:0005575
GO:0000144,11,GO:0005575
GO:0000145,3,GO:0005575
GO:0000146,1,GO:0003674
GO:0000147,16,GO:0008150
GO:0000148,3,GO:0005575
GO:0000149,1,GO:0003674
GO:0000150,1,GO:0003674
GO:0000151,2,GO:0005575
GO:0000152,4,GO:0005575
GO:0000153,3,GO:0005575
GO:0000154,53,GO:0008150
GO:0000155,5,GO:0003674
GO:0000156,1,GO:0003674
GO:0000159,3,GO:0005575
GO:0000160,2,GO:0008150
GO:0000161,22,GO:0008150
GO:0000162,210,GO:0008150
GO:0000164,3,GO:0005575
GO:0000165,22,GO:0008150
GO:0000166,3,GO:0003674
GO:0000167,729,GO:0008150
GO:0000168,488,GO:0008150
GO:0000169,247,GO:0008150
GO:0000170,1,GO:0003674
GO:0000171,1,GO:0003674
GO:0000172,3,GO:0005575
GO:0000173,185,GO:0008150
GO:0000174,0
GO:0000175,4,GO:0003674
GO:0000176,4,GO:0005575
GO:0000177,3,GO:0005575
GO:0000178,2,GO:0005575
GO:0000179,3,GO:0003674
GO:0000180,0
GO:0000181,0
GO:0000182,4,GO:0003674
GO:0000183,119,GO:0008150
GO:0000184,67,GO:0008150
GO:0000185,241,GO:0008150
GO:0000186,241,GO:0008150
GO:0000187,241,GO:0008150
GO:0000188,169,GO:0008150
GO:0000189,31,GO:0008150
GO:0000190,0
GO:0000191,0
GO:0000192,0
GO:0000193,0
GO:0000194,0
GO:0000195,0
GO:0000196,22,GO:0008150
GO:0000197,804,GO:0008150
GO:0000198,563,GO:0008150
GO:0000199,322,GO:0008150
GO:0000200,250,GO:0008150
GO:0000201,31,GO:0008150
GO:0000202,0
GO:0000203,0
GO:0000204,0
GO:0000205,0
GO:0000206,0
GO:0000207,0
GO:0000208,31,GO:0008150
GO:0000209,12,GO:0008150
GO:0000210,1,GO:0003674
GO:0000211,0
GO:0000212,6,GO:0008150
GO:0000213,4,GO:0003674
GO:0000214,3,GO:0005575
GO:0000215,2,GO:0003674
GO:0000216,0
GO:0000217,2,GO:0003674
GO:0000219,0
GO:0000220,5,GO:0005575
GO:0000221,5,GO:0005575
GO:0000222,6,GO:0005575
GO:0000223,6,GO:0005575
GO:0000224,1,GO:0003674
GO:0000225,2,GO:0003674
GO:0000226,3,GO:0008150
GO:0000227,5,GO:0003674
GO:0000228,5,GO:0005575
GO:0000229,4,GO:0005575
GO:0000230,0
GO:0000231,0
GO:0000232,0
GO:0000233,0
GO:0000234,2,GO:0003674
GO:0000235,7,GO:0005575
GO:0000236,1,GO:0008150
GO:0000237,1,GO:0008150
GO:0000238,1,GO:0008150
GO:0000239,1,GO:0008150
GO:0000240,1,GO:0008150
GO:0000241,1,GO:0008150
GO:0000242,3,GO:0005575
GO:0000243,4,GO:0005575
GO:0000244,6,GO:0008150
GO:0000245,6,GO:0008150
GO:0000246,1,GO:0003674
GO:0000247,1,GO:0003674
GO:0000248,2,GO:0003674
GO:0000249,2,GO:0003674
GO:0000250,1,GO:0003674
GO:0000252,1,GO:0003674
GO:0000253,1,GO:0003674
GO:0000254,2,GO:0003674
GO:0000255,8,GO:0008150
GO:0000256,29,GO:0008150
GO:0000257,1,GO:0003674
